26-02-26 03:04:58.936 :   task: train
  gpu_ids: [0, 1, 2, 3]
  log_path: ./log
  model_save: ./model_save
  pretained_path:[
    index: False
    path: ./model_save/model_best.pth
  ]
  batch_size: 1
  nc: [1, 16]
  patch_size: [128, 128]
  stride_size: [16, 16]
  atoms: 50
  d_size: 3
  max_epoch: 1000
  stage: 3
  lr: 0.0001
  loss_function_index: 1
  n_channels: 1
  train:[
    sigma: [15, 50]
    dataroot_H: ./dataset/gray_train
    H_size: 128
    n_channels: 1
  ]
  valid:[
    sigma: [15, 25, 50]
    dataroot_H: ./dataset/gray_valid
    n_channels: 1
  ]
  opt_path: ./options/train_options.json
  is_train: True
  scale: 1

26-02-26 03:04:59.985 : Number of parameter: 3.41M
26-02-26 03:04:59.985 : start training...
26-02-27 04:02:15.488 : epoch:[725/1000], 平均loss: 0.0236
26-02-27 04:04:17.495 : epoch:[726/1000], 平均loss: 0.0235
26-02-27 04:06:20.832 : epoch:[727/1000], 平均loss: 0.0237
26-02-27 04:08:21.843 : epoch:[728/1000], 平均loss: 0.0237
26-02-27 04:10:25.168 : epoch:[729/1000], 平均loss: 0.0235
26-02-27 04:12:27.132 : epoch:[730/1000], 平均loss: 0.0236
26-02-27 04:14:29.588 : epoch:[731/1000], 平均loss: 0.0235
26-02-27 04:16:31.132 : epoch:[732/1000], 平均loss: 0.0236
26-02-27 04:18:33.110 : epoch:[733/1000], 平均loss: 0.0236
26-02-27 04:20:35.507 : epoch:[734/1000], 平均loss: 0.0235
26-02-27 04:22:38.272 : epoch:[735/1000], 平均loss: 0.0237
26-02-27 04:24:41.359 : epoch:[736/1000], 平均loss: 0.0237
26-02-27 04:26:43.770 : epoch:[737/1000], 平均loss: 0.0235
26-02-27 04:28:46.320 : epoch:[738/1000], 平均loss: 0.0236
26-02-27 04:30:48.361 : epoch:[739/1000], 平均loss: 0.0235
26-02-27 04:32:51.164 : epoch:[740/1000], 平均loss: 0.0234
26-02-27 04:34:53.798 : epoch:[741/1000], 平均loss: 0.0237
26-02-27 04:36:56.251 : epoch:[742/1000], 平均loss: 0.0236
26-02-27 04:38:58.778 : epoch:[743/1000], 平均loss: 0.0237
26-02-27 04:41:00.935 : epoch:[744/1000], 平均loss: 0.0238
26-02-27 04:43:03.100 : epoch:[745/1000], 平均loss: 0.0235
26-02-27 04:45:05.494 : epoch:[746/1000], 平均loss: 0.0235
26-02-27 04:47:07.782 : epoch:[747/1000], 平均loss: 0.0236
26-02-27 04:49:09.698 : epoch:[748/1000], 平均loss: 0.0238
26-02-27 04:51:11.525 : epoch:[749/1000], 平均loss: 0.0238
26-02-27 04:53:14.074 : epoch:[750/1000], 平均loss: 0.0237
26-02-27 04:55:16.340 : epoch:[751/1000], 平均loss: 0.0234
26-02-27 04:57:19.339 : epoch:[752/1000], 平均loss: 0.0238
26-02-27 04:59:22.171 : epoch:[753/1000], 平均loss: 0.0237
26-02-27 05:01:25.386 : epoch:[754/1000], 平均loss: 0.0235
26-02-27 05:03:28.333 : epoch:[755/1000], 平均loss: 0.0238
26-02-27 05:05:30.891 : epoch:[756/1000], 平均loss: 0.0236
26-02-27 05:07:29.831 : epoch:[757/1000], 平均loss: 0.0236
26-02-27 05:09:31.880 : epoch:[758/1000], 平均loss: 0.0235
26-02-27 05:11:35.196 : epoch:[759/1000], 平均loss: 0.0235
26-02-27 05:13:37.714 : epoch:[760/1000], 平均loss: 0.0237
26-02-27 05:15:40.423 : epoch:[761/1000], 平均loss: 0.0237
26-02-27 05:17:43.630 : epoch:[762/1000], 平均loss: 0.0236
26-02-27 05:19:45.816 : epoch:[763/1000], 平均loss: 0.0237
26-02-27 05:21:48.499 : epoch:[764/1000], 平均loss: 0.0237
26-02-27 05:23:51.493 : epoch:[765/1000], 平均loss: 0.0235
26-02-27 05:25:54.546 : epoch:[766/1000], 平均loss: 0.0235
26-02-27 05:27:56.917 : epoch:[767/1000], 平均loss: 0.0237
26-02-27 05:29:58.920 : epoch:[768/1000], 平均loss: 0.0235
26-02-27 05:32:01.625 : epoch:[769/1000], 平均loss: 0.0237
26-02-27 05:34:04.743 : epoch:[770/1000], 平均loss: 0.0236
26-02-27 05:36:07.167 : epoch:[771/1000], 平均loss: 0.0235
26-02-27 05:38:09.338 : epoch:[772/1000], 平均loss: 0.0237
26-02-27 05:40:12.912 : epoch:[773/1000], 平均loss: 0.0237
26-02-27 05:42:16.390 : epoch:[774/1000], 平均loss: 0.0238
26-02-27 05:44:18.595 : epoch:[775/1000], 平均loss: 0.0236
26-02-27 05:46:21.221 : epoch:[776/1000], 平均loss: 0.0236
26-02-27 05:48:23.240 : epoch:[777/1000], 平均loss: 0.0235
26-02-27 05:50:25.534 : epoch:[778/1000], 平均loss: 0.0237
26-02-27 05:52:28.227 : epoch:[779/1000], 平均loss: 0.0236
26-02-27 05:54:30.845 : epoch:[780/1000], 平均loss: 0.0237
26-02-27 05:56:32.250 : epoch:[781/1000], 平均loss: 0.0235
26-02-27 05:58:32.038 : epoch:[782/1000], 平均loss: 0.0235
26-02-27 06:00:34.328 : epoch:[783/1000], 平均loss: 0.0236
26-02-27 06:02:37.400 : epoch:[784/1000], 平均loss: 0.0236
26-02-27 06:04:40.213 : epoch:[785/1000], 平均loss: 0.0237
26-02-27 06:06:42.281 : epoch:[786/1000], 平均loss: 0.0238
26-02-27 06:08:44.712 : epoch:[787/1000], 平均loss: 0.0235
26-02-27 06:10:46.038 : epoch:[788/1000], 平均loss: 0.0235
26-02-27 06:12:47.619 : epoch:[789/1000], 平均loss: 0.0236
26-02-27 06:14:50.136 : epoch:[790/1000], 平均loss: 0.0236
26-02-27 06:16:53.554 : epoch:[791/1000], 平均loss: 0.0234
26-02-27 06:18:56.074 : epoch:[792/1000], 平均loss: 0.0236
26-02-27 06:20:58.739 : epoch:[793/1000], 平均loss: 0.0234
26-02-27 06:23:01.008 : epoch:[794/1000], 平均loss: 0.0237
26-02-27 06:25:03.328 : epoch:[795/1000], 平均loss: 0.0237
26-02-27 06:27:06.933 : epoch:[796/1000], 平均loss: 0.0237
26-02-27 06:29:09.953 : epoch:[797/1000], 平均loss: 0.0237
26-02-27 06:31:06.470 : epoch:[798/1000], 平均loss: 0.0237
26-02-27 06:33:08.391 : epoch:[799/1000], 平均loss: 0.0236
26-02-27 06:35:10.950 : epoch:[800/1000], 平均loss: 0.0239
26-02-27 06:37:12.504 : epoch:[801/1000], 平均loss: 0.0238
26-02-27 06:39:14.904 : epoch:[802/1000], 平均loss: 0.0236
26-02-27 06:41:11.263 : epoch:[803/1000], 平均loss: 0.0238
26-02-27 06:43:12.743 : epoch:[804/1000], 平均loss: 0.0237
26-02-27 06:45:14.547 : epoch:[805/1000], 平均loss: 0.0238
26-02-27 06:47:17.435 : epoch:[806/1000], 平均loss: 0.0238
26-02-27 06:49:20.696 : epoch:[807/1000], 平均loss: 0.0237
26-02-27 06:51:23.426 : epoch:[808/1000], 平均loss: 0.0237
26-02-27 06:53:26.989 : epoch:[809/1000], 平均loss: 0.0238
26-02-27 06:55:29.520 : epoch:[810/1000], 平均loss: 0.0236
26-02-27 06:57:32.018 : epoch:[811/1000], 平均loss: 0.0235
26-02-27 06:59:34.789 : epoch:[812/1000], 平均loss: 0.0235
26-02-27 07:01:37.273 : epoch:[813/1000], 平均loss: 0.0234
26-02-27 07:03:39.195 : epoch:[814/1000], 平均loss: 0.0235
26-02-27 07:05:41.077 : epoch:[815/1000], 平均loss: 0.0237
26-02-27 07:07:44.135 : epoch:[816/1000], 平均loss: 0.0236
26-02-27 07:09:46.394 : epoch:[817/1000], 平均loss: 0.0235
26-02-27 07:11:48.489 : epoch:[818/1000], 平均loss: 0.0239
26-02-27 07:13:50.480 : epoch:[819/1000], 平均loss: 0.0236
26-02-27 07:15:53.239 : epoch:[820/1000], 平均loss: 0.0234
26-02-27 07:17:53.044 : epoch:[821/1000], 平均loss: 0.0237
26-02-27 07:19:55.210 : epoch:[822/1000], 平均loss: 0.0236
26-02-27 07:21:57.935 : epoch:[823/1000], 平均loss: 0.0235
26-02-27 07:24:00.027 : epoch:[824/1000], 平均loss: 0.0237
26-02-27 07:26:02.218 : epoch:[825/1000], 平均loss: 0.0235
26-02-27 07:28:04.720 : epoch:[826/1000], 平均loss: 0.0235
26-02-27 07:30:07.764 : epoch:[827/1000], 平均loss: 0.0236
26-02-27 07:32:10.468 : epoch:[828/1000], 平均loss: 0.0234
26-02-27 07:34:13.160 : epoch:[829/1000], 平均loss: 0.0238
26-02-27 07:36:15.798 : epoch:[830/1000], 平均loss: 0.0236
26-02-27 07:38:18.333 : epoch:[831/1000], 平均loss: 0.0239
26-02-27 07:40:20.972 : epoch:[832/1000], 平均loss: 0.0236
26-02-27 07:42:23.110 : epoch:[833/1000], 平均loss: 0.0236
26-02-27 07:44:25.498 : epoch:[834/1000], 平均loss: 0.0235
26-02-27 07:46:28.283 : epoch:[835/1000], 平均loss: 0.0236
26-02-27 07:48:31.248 : epoch:[836/1000], 平均loss: 0.0236
26-02-27 07:50:33.332 : epoch:[837/1000], 平均loss: 0.0237
26-02-27 07:52:35.780 : epoch:[838/1000], 平均loss: 0.0235
26-02-27 07:54:38.203 : epoch:[839/1000], 平均loss: 0.0236
26-02-27 07:56:41.016 : epoch:[840/1000], 平均loss: 0.0239
26-02-27 07:58:43.220 : epoch:[841/1000], 平均loss: 0.0237
26-02-27 08:00:45.631 : epoch:[842/1000], 平均loss: 0.0236
26-02-27 08:02:47.789 : epoch:[843/1000], 平均loss: 0.0237
26-02-27 08:04:49.880 : epoch:[844/1000], 平均loss: 0.0235
26-02-27 08:06:51.941 : epoch:[845/1000], 平均loss: 0.0234
26-02-27 08:08:53.343 : epoch:[846/1000], 平均loss: 0.0234
26-02-27 08:10:55.312 : epoch:[847/1000], 平均loss: 0.0235
26-02-27 08:12:57.000 : epoch:[848/1000], 平均loss: 0.0236
26-02-27 08:14:59.111 : epoch:[849/1000], 平均loss: 0.0236
26-02-27 08:17:01.155 : epoch:[850/1000], 平均loss: 0.0238
26-02-27 08:19:03.504 : epoch:[851/1000], 平均loss: 0.0235
26-02-27 08:21:05.925 : epoch:[852/1000], 平均loss: 0.0234
26-02-27 08:23:07.871 : epoch:[853/1000], 平均loss: 0.0236
26-02-27 08:25:10.566 : epoch:[854/1000], 平均loss: 0.0237
26-02-27 08:27:13.368 : epoch:[855/1000], 平均loss: 0.0236
26-02-27 08:29:15.580 : epoch:[856/1000], 平均loss: 0.0238
26-02-27 08:31:17.275 : epoch:[857/1000], 平均loss: 0.0238
26-02-27 08:33:19.601 : epoch:[858/1000], 平均loss: 0.0234
26-02-27 08:35:21.381 : epoch:[859/1000], 平均loss: 0.0238
26-02-27 08:37:23.830 : epoch:[860/1000], 平均loss: 0.0236
26-02-27 08:39:20.675 : epoch:[861/1000], 平均loss: 0.0236
26-02-27 08:41:24.319 : epoch:[862/1000], 平均loss: 0.0238
26-02-27 08:43:26.790 : epoch:[863/1000], 平均loss: 0.0237
26-02-27 08:45:30.196 : epoch:[864/1000], 平均loss: 0.0236
26-02-27 08:47:32.736 : epoch:[865/1000], 平均loss: 0.0237
26-02-27 08:49:36.455 : epoch:[866/1000], 平均loss: 0.0237
26-02-27 08:51:40.021 : epoch:[867/1000], 平均loss: 0.0238
26-02-27 08:53:43.973 : epoch:[868/1000], 平均loss: 0.0235
26-02-27 08:55:48.683 : epoch:[869/1000], 平均loss: 0.0236
26-02-27 08:57:52.744 : epoch:[870/1000], 平均loss: 0.0236
26-02-27 08:59:57.087 : epoch:[871/1000], 平均loss: 0.0236
26-02-27 09:02:00.692 : epoch:[872/1000], 平均loss: 0.0238
26-02-27 09:04:02.927 : epoch:[873/1000], 平均loss: 0.0238
26-02-27 09:06:07.177 : epoch:[874/1000], 平均loss: 0.0235
26-02-27 09:08:10.276 : epoch:[875/1000], 平均loss: 0.0236
26-02-27 09:10:13.560 : epoch:[876/1000], 平均loss: 0.0237
26-02-27 09:12:16.913 : epoch:[877/1000], 平均loss: 0.0235
26-02-27 09:14:20.747 : epoch:[878/1000], 平均loss: 0.0234
26-02-27 09:16:24.119 : epoch:[879/1000], 平均loss: 0.0240
26-02-27 09:18:27.582 : epoch:[880/1000], 平均loss: 0.0236
26-02-27 09:20:31.754 : epoch:[881/1000], 平均loss: 0.0235
26-02-27 09:22:35.751 : epoch:[882/1000], 平均loss: 0.0236
26-02-27 09:24:39.558 : epoch:[883/1000], 平均loss: 0.0238
26-02-27 09:26:42.985 : epoch:[884/1000], 平均loss: 0.0237
26-02-27 09:28:46.594 : epoch:[885/1000], 平均loss: 0.0238
26-02-27 09:30:50.948 : epoch:[886/1000], 平均loss: 0.0236
26-02-27 09:32:55.290 : epoch:[887/1000], 平均loss: 0.0237
26-02-27 09:34:58.604 : epoch:[888/1000], 平均loss: 0.0235
26-02-27 09:37:01.406 : epoch:[889/1000], 平均loss: 0.0235
26-02-27 09:39:04.710 : epoch:[890/1000], 平均loss: 0.0235
26-02-27 09:41:08.410 : epoch:[891/1000], 平均loss: 0.0235
26-02-27 09:43:11.432 : epoch:[892/1000], 平均loss: 0.0238
26-02-27 09:45:14.507 : epoch:[893/1000], 平均loss: 0.0238
26-02-27 09:47:19.390 : epoch:[894/1000], 平均loss: 0.0236
26-02-27 09:49:21.322 : epoch:[895/1000], 平均loss: 0.0236
26-02-27 09:51:24.913 : epoch:[896/1000], 平均loss: 0.0238
26-02-27 09:53:28.226 : epoch:[897/1000], 平均loss: 0.0235
26-02-27 09:55:31.860 : epoch:[898/1000], 平均loss: 0.0237
26-02-27 09:57:35.724 : epoch:[899/1000], 平均loss: 0.0234
26-02-27 09:59:39.347 : epoch:[900/1000], 平均loss: 0.0238
26-02-27 10:01:42.781 : epoch:[901/1000], 平均loss: 0.0237
26-02-27 10:03:45.477 : epoch:[902/1000], 平均loss: 0.0235
26-02-27 10:05:49.450 : epoch:[903/1000], 平均loss: 0.0237
26-02-27 10:07:52.183 : epoch:[904/1000], 平均loss: 0.0237
26-02-27 10:09:55.176 : epoch:[905/1000], 平均loss: 0.0235
26-02-27 10:11:57.254 : epoch:[906/1000], 平均loss: 0.0237
26-02-27 10:14:00.482 : epoch:[907/1000], 平均loss: 0.0238
26-02-27 10:16:03.483 : epoch:[908/1000], 平均loss: 0.0236
26-02-27 10:18:04.574 : epoch:[909/1000], 平均loss: 0.0235
26-02-27 10:20:06.863 : epoch:[910/1000], 平均loss: 0.0234
26-02-27 10:22:09.245 : epoch:[911/1000], 平均loss: 0.0237
26-02-27 10:24:12.649 : epoch:[912/1000], 平均loss: 0.0239
26-02-27 10:26:15.610 : epoch:[913/1000], 平均loss: 0.0235
26-02-27 10:28:19.285 : epoch:[914/1000], 平均loss: 0.0236
26-02-27 10:30:22.549 : epoch:[915/1000], 平均loss: 0.0235
26-02-27 10:32:23.836 : epoch:[916/1000], 平均loss: 0.0237
26-02-27 10:34:21.828 : epoch:[917/1000], 平均loss: 0.0237
26-02-27 10:36:24.563 : epoch:[918/1000], 平均loss: 0.0234
26-02-27 10:38:28.624 : epoch:[919/1000], 平均loss: 0.0235
26-02-27 10:40:31.903 : epoch:[920/1000], 平均loss: 0.0236
26-02-27 10:42:35.482 : epoch:[921/1000], 平均loss: 0.0237
26-02-27 10:44:39.290 : epoch:[922/1000], 平均loss: 0.0238
26-02-27 10:46:43.335 : epoch:[923/1000], 平均loss: 0.0235
26-02-27 10:48:46.691 : epoch:[924/1000], 平均loss: 0.0237
26-02-27 10:50:51.355 : epoch:[925/1000], 平均loss: 0.0235
26-02-27 10:52:55.949 : epoch:[926/1000], 平均loss: 0.0237
26-02-27 10:54:59.617 : epoch:[927/1000], 平均loss: 0.0237
26-02-27 10:57:03.864 : epoch:[928/1000], 平均loss: 0.0237
26-02-27 10:59:06.825 : epoch:[929/1000], 平均loss: 0.0238
26-02-27 11:01:10.394 : epoch:[930/1000], 平均loss: 0.0239
26-02-27 11:03:11.341 : epoch:[931/1000], 平均loss: 0.0237
26-02-27 11:05:13.601 : epoch:[932/1000], 平均loss: 0.0236
26-02-27 11:07:17.751 : epoch:[933/1000], 平均loss: 0.0236
26-02-27 11:09:21.729 : epoch:[934/1000], 平均loss: 0.0234
26-02-27 11:11:24.813 : epoch:[935/1000], 平均loss: 0.0237
26-02-27 11:13:28.218 : epoch:[936/1000], 平均loss: 0.0237
26-02-27 11:15:31.909 : epoch:[937/1000], 平均loss: 0.0235
26-02-27 11:17:35.225 : epoch:[938/1000], 平均loss: 0.0239
26-02-27 11:19:38.678 : epoch:[939/1000], 平均loss: 0.0239
26-02-27 11:21:42.398 : epoch:[940/1000], 平均loss: 0.0237
26-02-27 11:23:46.242 : epoch:[941/1000], 平均loss: 0.0236
26-02-27 11:25:48.415 : epoch:[942/1000], 平均loss: 0.0235
26-02-27 11:27:49.969 : epoch:[943/1000], 平均loss: 0.0234
26-02-27 11:29:53.188 : epoch:[944/1000], 平均loss: 0.0236
26-02-27 11:31:56.087 : epoch:[945/1000], 平均loss: 0.0237
26-02-27 11:33:58.670 : epoch:[946/1000], 平均loss: 0.0237
26-02-27 11:36:02.319 : epoch:[947/1000], 平均loss: 0.0236
26-02-27 11:38:05.263 : epoch:[948/1000], 平均loss: 0.0234
26-02-27 11:40:06.177 : epoch:[949/1000], 平均loss: 0.0236
26-02-27 11:42:04.386 : epoch:[950/1000], 平均loss: 0.0236
26-02-27 11:44:07.524 : epoch:[951/1000], 平均loss: 0.0235
26-02-27 11:46:10.833 : epoch:[952/1000], 平均loss: 0.0236
26-02-27 11:48:13.645 : epoch:[953/1000], 平均loss: 0.0238
26-02-27 11:50:16.633 : epoch:[954/1000], 平均loss: 0.0235
26-02-27 11:52:19.916 : epoch:[955/1000], 平均loss: 0.0236
26-02-27 11:54:23.106 : epoch:[956/1000], 平均loss: 0.0235
26-02-27 11:56:26.352 : epoch:[957/1000], 平均loss: 0.0238
26-02-27 11:58:29.381 : epoch:[958/1000], 平均loss: 0.0236
26-02-27 12:00:33.907 : epoch:[959/1000], 平均loss: 0.0238
26-02-27 12:02:37.119 : epoch:[960/1000], 平均loss: 0.0234
26-02-27 12:04:39.874 : epoch:[961/1000], 平均loss: 0.0237
26-02-27 12:06:43.674 : epoch:[962/1000], 平均loss: 0.0237
26-02-27 12:08:47.712 : epoch:[963/1000], 平均loss: 0.0238
26-02-27 12:10:47.076 : epoch:[964/1000], 平均loss: 0.0238
26-02-27 12:12:45.411 : epoch:[965/1000], 平均loss: 0.0236
26-02-27 12:14:49.090 : epoch:[966/1000], 平均loss: 0.0236
26-02-27 12:16:52.324 : epoch:[967/1000], 平均loss: 0.0235
26-02-27 12:18:55.539 : epoch:[968/1000], 平均loss: 0.0237
26-02-27 12:20:59.719 : epoch:[969/1000], 平均loss: 0.0237
26-02-27 12:23:02.483 : epoch:[970/1000], 平均loss: 0.0236
26-02-27 12:25:06.302 : epoch:[971/1000], 平均loss: 0.0239
26-02-27 12:27:10.391 : epoch:[972/1000], 平均loss: 0.0238
26-02-27 12:29:13.498 : epoch:[973/1000], 平均loss: 0.0237
26-02-27 12:31:16.093 : epoch:[974/1000], 平均loss: 0.0237
26-02-27 12:33:19.668 : epoch:[975/1000], 平均loss: 0.0235
26-02-27 12:35:22.922 : epoch:[976/1000], 平均loss: 0.0237
26-02-27 12:37:26.834 : epoch:[977/1000], 平均loss: 0.0236
26-02-27 12:39:30.930 : epoch:[978/1000], 平均loss: 0.0235
26-02-27 12:41:35.521 : epoch:[979/1000], 平均loss: 0.0238
26-02-27 12:43:38.121 : epoch:[980/1000], 平均loss: 0.0237
26-02-27 12:45:41.155 : epoch:[981/1000], 平均loss: 0.0236
26-02-27 12:47:44.784 : epoch:[982/1000], 平均loss: 0.0237
26-02-27 12:49:48.661 : epoch:[983/1000], 平均loss: 0.0234
26-02-27 12:51:51.823 : epoch:[984/1000], 平均loss: 0.0234
26-02-27 12:53:55.417 : epoch:[985/1000], 平均loss: 0.0238
26-02-27 12:55:58.506 : epoch:[986/1000], 平均loss: 0.0236
26-02-27 12:58:01.315 : epoch:[987/1000], 平均loss: 0.0236
26-02-27 13:00:05.187 : epoch:[988/1000], 平均loss: 0.0238
26-02-27 13:02:07.990 : epoch:[989/1000], 平均loss: 0.0238
26-02-27 13:04:10.593 : epoch:[990/1000], 平均loss: 0.0237
26-02-27 13:06:13.870 : epoch:[991/1000], 平均loss: 0.0237
26-02-27 13:08:17.394 : epoch:[992/1000], 平均loss: 0.0237
26-02-27 13:10:20.393 : epoch:[993/1000], 平均loss: 0.0236
26-02-27 13:12:23.984 : epoch:[994/1000], 平均loss: 0.0237
26-02-27 13:14:27.763 : epoch:[995/1000], 平均loss: 0.0237
26-02-27 13:16:31.057 : epoch:[996/1000], 平均loss: 0.0235
26-02-27 13:18:33.867 : epoch:[997/1000], 平均loss: 0.0235
26-02-27 13:20:37.000 : epoch:[998/1000], 平均loss: 0.0239
26-02-27 13:22:40.428 : epoch:[999/1000], 平均loss: 0.0236
26-02-27 13:24:43.610 : epoch:[1000/1000], 平均loss: 0.0232
